date,ticker,open,high,low,close,volume
2024-12-23,AAPL,98.2163,99.2121,97.2896,98.2847,990643
2024-12-24,AAPL,98.1769,98.8161,95.9568,96.5856,247552
2024-12-25,AAPL,96.637,97.1412,95.2957,95.7955,558009
2024-12-26,AAPL,95.9253,95.9945,93.6647,93.7323,629923
2024-12-27,AAPL,94.3451,95.3646,92.3596,93.3687,568810
2024-12-30,AAPL,94.0039,94.4639,92.9885,93.4457,918195
2024-12-31,AAPL,93.6407,94.9247,92.6688,93.9496,427352
2025-01-01,AAPL,93.9464,94.3718,93.5929,94.0179,829988
2025-01-02,AAPL,94.0088,94.0913,93.0044,93.0861,1363149
2025-01-03,AAPL,93.4151,93.6295,93.0749,93.2889,847191
2025-01-06,AAPL,93.6123,94.0216,92.8367,93.2443,832884
2025-01-07,AAPL,93.6226,94.5521,93.2479,94.1751,1129554
2025-01-08,AAPL,93.95,94.4582,91.8882,92.388,1061275
2025-01-09,AAPL,92.1757,94.4843,91.0791,93.3734,692582
2025-01-10,AAPL,92.9463,94.0137,92.7675,93.8331,1813060
2025-01-13,AAPL,93.7332,95.3474,93.6735,95.2867,1156749
2025-01-14,AAPL,95.3959,95.8034,95.2759,95.6831,322323
2025-01-15,AAPL,96.0305,96.3431,94.3463,94.6544,1114462
2025-01-16,AAPL,94.5683,95.3524,91.1996,91.9622,546559
2025-01-17,AAPL,91.7024,93.0897,90.7617,92.1444,1530554
2025-01-20,AAPL,92.4587,92.6558,91.7201,91.916,1284150
2025-01-21,AAPL,91.7223,93.8534,91.1272,93.2484,1028534
2025-01-22,AAPL,93.5177,94.0811,91.9561,92.5135,793619
2025-01-23,AAPL,92.3946,92.5896,92.2387,92.4335,795493
2025-01-24,AAPL,92.1154,92.5669,91.8361,92.287,541525
2025-01-27,AAPL,92.4238,92.9424,91.6622,92.1794,527852
2025-01-28,AAPL,92.2145,92.6569,90.4616,90.8978,1004823
2025-01-29,AAPL,90.1491,90.6124,89.7189,90.182,885804
2025-01-30,AAPL,89.824,93.4727,89.6514,93.2935,495845
2025-01-31,AAPL,92.9547,93.5883,92.5532,93.1857,574479
2025-02-03,AAPL,93.0866,94.091,91.8559,92.8579,888826
2025-02-04,AAPL,93.2261,93.2723,93.167,93.2132,502512
2025-02-05,AAPL,92.4643,95.1936,92.0199,94.7383,757601
2025-02-06,AAPL,94.513,95.7293,93.7278,94.9405,840878
2025-02-07,AAPL,94.404,96.6559,94.086,96.3315,478704
2025-02-10,AAPL,96.2455,97.3874,92.0962,93.2021,1789098
2025-02-11,AAPL,93.2695,93.5466,92.2445,92.5193,577195
2025-02-12,AAPL,91.7887,92.927,91.3916,92.5266,546819
2025-02-13,AAPL,92.4758,92.5751,91.9385,92.0374,494578
2025-02-14,AAPL,92.2176,93.0981,91.2369,92.1164,809225
2025-02-17,AAPL,91.8928,92.6653,91.7774,92.5491,232605
2025-02-18,AAPL,94.087,94.2719,92.2313,92.413,1430233
2025-02-19,AAPL,91.9996,93.1793,91.9089,93.0875,797066
2025-02-20,AAPL,92.8006,93.0543,90.0515,90.2983,1500239
2025-02-21,AAPL,90.1495,92.1232,90.1353,92.1088,347872
2025-02-24,AAPL,91.9044,93.0826,90.1728,91.3438,2907403
2025-02-25,AAPL,92.3153,93.1924,91.5677,92.4437,822502
2025-02-26,AAPL,93.2307,93.6116,90.7105,91.0827,470683
2025-02-27,AAPL,90.9027,90.9528,90.2428,90.2924,456557
2025-02-28,AAPL,90.4187,91.0785,88.6172,89.2686,547845
2025-03-03,AAPL,89.5318,90.4222,88.1318,89.0171,365148
2025-03-04,AAPL,88.4467,89.1421,86.8714,87.5599,398503
2025-03-05,AAPL,87.3734,87.5097,87.0435,87.1795,703025
2025-03-06,AAPL,87.0382,87.7069,85.3477,86.0085,455844
2025-03-07,AAPL,85.5298,86.1856,83.5198,84.1651,695211
2025-03-10,AAPL,84.4309,84.4896,83.3424,83.4005,972627
2025-03-11,AAPL,83.5267,83.7472,82.4085,82.6266,888166
2025-03-12,AAPL,83.2467,83.2494,78.8937,78.8963,420304
2025-03-13,AAPL,79.115,80.2215,78.155,79.2597,642999
2025-03-14,AAPL,79.2727,81.5915,79.0594,81.3726,1280518
2025-03-17,AAPL,81.0664,82.1902,80.7836,81.9045,506960
2025-03-18,AAPL,81.8021,82.3166,80.896,81.408,525587
2025-03-19,AAPL,81.2051,81.2756,80.3768,80.4466,750673
2025-03-20,AAPL,79.6128,81.4403,79.1003,80.9193,1645310
2025-03-21,AAPL,81.061,82.4036,80.6785,82.0166,696665
2025-03-24,AAPL,82.4885,83.2832,80.8624,81.649,867355
2025-03-25,AAPL,82.4903,82.7879,82.4387,82.7361,492962
2025-03-26,AAPL,82.6169,84.2624,81.8565,83.4939,1509766
2025-03-27,AAPL,83.603,84.1614,81.9245,82.4754,489894
2025-03-28,AAPL,82.0272,83.121,81.8083,82.8998,701307
2025-03-31,AAPL,82.7887,83.3294,82.0585,82.598,231252
2025-04-01,AAPL,82.6612,83.7055,80.8475,81.8819,896309
2025-04-02,AAPL,82.2946,82.4816,81.4623,81.6479,880716
2025-04-03,AAPL,81.909,82.2574,81.6273,81.9755,1036386
2025-04-04,AAPL,81.6874,82.2377,80.0118,80.5545,501034
2025-04-07,AAPL,80.3627,81.9287,80.3192,81.8844,1974213
2025-04-08,AAPL,82.3443,82.7949,81.7913,82.2414,1791439
2025-04-09,AAPL,82.101,84.9169,81.3689,84.1664,623356
2025-04-10,AAPL,83.9304,86.8714,82.9105,85.8284,840480
2025-04-11,AAPL,85.6153,86.8938,85.1707,86.445,489976
2025-04-14,AAPL,86.4561,86.7605,86.2029,86.5072,971904
2025-04-15,AAPL,86.4547,88.7538,86.1102,88.4016,973563
2025-04-16,AAPL,88.2949,88.5996,87.6212,87.9246,688602
2025-04-17,AAPL,87.7726,89.565,87.3125,89.098,670189
2025-04-18,AAPL,88.8721,90.9805,88.1848,90.2822,5423735
2025-04-21,AAPL,90.4445,91.053,90.1959,90.8033,352505
2025-04-22,AAPL,90.7564,91.7343,89.5312,90.5064,645793
2025-04-23,AAPL,90.2911,90.699,87.701,88.0989,1008746
2025-04-24,AAPL,88.2921,91.1273,87.9469,90.7724,278862
2025-04-25,AAPL,90.6828,91.8481,88.1044,89.2513,304675
2025-04-28,AAPL,88.8689,91.7338,88.2495,91.0987,764744
2025-04-29,AAPL,91.3985,91.7045,91.3023,91.6082,1991217
2025-04-30,AAPL,91.3517,94.9485,91.2806,94.8746,462661
2025-05-01,AAPL,94.3004,96.2597,94.1493,96.1057,1223851
2025-05-02,AAPL,95.0864,98.4662,94.4353,97.7965,1024915
2025-05-05,AAPL,98.647,99.4825,93.9121,94.7142,887058
2025-05-06,AAPL,95.2327,95.8958,95.2292,95.8922,284483
2025-05-07,AAPL,95.4604,97.0449,94.3824,95.9612,301161
2025-05-08,AAPL,95.3273,96.8839,94.5981,96.1484,538260
2025-05-09,AAPL,96.1764,97.5067,95.9189,97.2463,787379
2025-05-12,AAPL,98.0672,98.1475,95.6434,95.7218,462929
2025-05-13,AAPL,95.5535,96.0026,93.4037,93.8449,3062809
2025-05-14,AAPL,93.9892,94.9596,92.2534,93.2158,142354
2025-05-15,AAPL,93.4654,96.1315,92.635,95.2849,474615
2025-05-16,AAPL,95.6729,97.2765,94.706,96.3033,1004845
2025-05-19,AAPL,95.7753,96.9928,94.5776,95.7949,1336008
2025-05-20,AAPL,96.4076,96.7182,94.0995,94.4037,1809834
2025-05-21,AAPL,94.7788,94.998,93.0704,93.2861,1338955
2025-05-22,AAPL,93.2716,97.4126,92.6549,96.7728,662766
2025-05-23,AAPL,97.8272,98.0083,95.1868,95.3633,495573
2025-05-26,AAPL,95.2789,98.8564,94.1078,97.656,1477559
2025-05-27,AAPL,97.6973,99.1863,95.7672,97.2494,310889
2025-05-28,AAPL,96.8481,98.2819,95.2697,96.7014,556352
2025-05-29,AAPL,96.2466,96.5423,95.9235,96.2191,514478
2025-05-30,AAPL,96.2732,96.9304,95.9545,96.6106,1370753
2025-06-02,AAPL,95.7417,96.0631,95.241,95.5618,364713
2025-06-03,AAPL,96.2817,98.9204,95.7786,98.4061,1157639
2025-06-04,AAPL,97.9245,98.211,97.894,98.1805,1837658
2025-06-05,AAPL,97.4489,98.1975,96.768,97.5161,335301
2025-06-06,AAPL,97.4321,98.0347,96.8415,97.444,552944
2025-06-09,AAPL,97.756,99.5902,94.1699,95.9706,650688
2025-06-10,AAPL,95.9269,97.6495,95.7107,97.4299,707999
2025-06-11,AAPL,97.3492,99.9483,97.1476,99.7418,621064
2025-06-12,AAPL,101.0337,101.0657,99.2637,99.2952,593864
2025-06-13,AAPL,99.8015,100.2572,97.7763,98.2249,873705
2025-06-16,AAPL,97.7352,97.8299,97.7271,97.8218,638244
2025-06-17,AAPL,97.9689,98.0535,96.802,96.8856,920711
2025-06-18,AAPL,96.843,97.3637,95.114,95.6282,948205
2025-06-19,AAPL,95.7302,96.4432,94.7248,95.4356,2041875
2025-06-20,AAPL,95.0968,96.7188,94.184,95.7993,264566
2025-06-23,AAPL,95.2968,95.8377,95.2421,95.7827,3674327
2025-06-24,AAPL,96.1131,97.8257,95.3284,97.0335,205848
2025-06-25,AAPL,96.7751,96.9358,95.6118,95.7709,383771
2025-06-26,AAPL,96.8263,97.4322,94.8775,95.475,1104934
2025-06-27,AAPL,95.3158,97.583,94.2103,96.4641,472501
2025-06-30,AAPL,97.1484,97.3833,96.5033,96.7372,570412
2025-07-01,AAPL,98.1055,98.1365,97.2831,97.3139,2035325
2025-07-02,AAPL,96.6776,97.7658,95.8109,96.8971,871583
2025-07-03,AAPL,96.4231,97.4796,94.4739,95.5205,967433
2025-07-04,AAPL,96.1662,96.6144,94.097,94.5376,976405
2025-07-07,AAPL,94.7393,95.9246,92.7307,93.9057,1001842
2025-07-08,AAPL,94.2644,95.2246,93.3132,94.2734,284102
2025-07-09,AAPL,94.5891,95.5553,94.4363,95.4011,372856
2025-07-10,AAPL,96.0728,96.3209,94.456,94.7006,304481
2025-07-11,AAPL,94.248,94.9031,91.229,91.8675,261874
2025-07-14,AAPL,92.1345,92.2249,90.9606,91.0499,528788
2025-07-15,AAPL,90.8848,93.5603,89.8614,92.5185,257775
2025-07-16,AAPL,91.9841,92.4715,90.9553,91.4398,669439
2025-07-17,AAPL,91.5142,91.5468,90.171,90.2032,628062
2025-07-18,AAPL,90.8016,91.1395,86.6754,86.9992,315476
2025-07-21,AAPL,86.4571,86.661,84.9319,85.1326,1341195
2025-07-22,AAPL,85.5626,85.6776,83.6013,83.7139,861316
2025-07-23,AAPL,83.7581,86.5692,83.2301,86.027,756786
2025-07-24,AAPL,85.7062,86.3073,85.162,85.7627,636388
2025-07-25,AAPL,85.8514,86.2294,85.707,86.0846,1342384
2025-07-28,AAPL,85.8458,86.1892,85.6229,85.966,718337
2025-07-29,AAPL,86.1149,88.2646,85.0032,87.1397,782994
2025-07-30,AAPL,87.4603,88.5583,87.4238,88.5213,1184787
2025-07-31,AAPL,89.1409,89.2032,89.0097,89.072,1454236
2025-08-01,AAPL,90.0342,90.7998,88.1694,88.9255,835872
2025-08-04,AAPL,88.6278,88.9271,88.5547,88.8539,844560
2025-08-05,AAPL,89.2781,89.5321,87.1718,87.4205,653724
2025-08-06,AAPL,87.6541,91.4488,86.494,90.2543,643089
2025-08-07,AAPL,90.7594,90.7641,90.2732,90.2779,2955454
2025-08-08,AAPL,91.286,92.2458,89.3853,90.3351,1424662
2025-08-11,AAPL,89.3634,90.9307,88.9549,90.5169,621180
2025-08-12,AAPL,89.7827,90.4032,89.7255,90.3457,503764
2025-08-13,AAPL,90.8809,90.905,90.3039,90.3279,128097
2025-08-14,AAPL,89.6814,93.4806,89.3357,93.1216,265682
2025-08-15,AAPL,93.9264,94.6871,92.1323,92.8846,424409
2025-08-18,AAPL,93.2848,94.4699,93.1735,94.3573,924800
2025-08-19,AAPL,94.4828,96.88,94.1374,96.5272,961881
2025-08-20,AAPL,97.1717,99.2956,96.0904,98.2028,715774
2025-08-21,AAPL,98.412,100.0264,95.0411,96.6261,676232
2025-08-22,AAPL,96.4961,96.7377,94.0477,94.2837,428982
2025-08-25,AAPL,93.4758,94.9744,92.895,94.3879,274678
2025-08-26,AAPL,94.2929,94.6492,93.2293,93.5829,382211
2025-08-27,AAPL,93.7861,95.6332,93.3892,95.2302,794864
2025-08-28,AAPL,94.9498,96.2031,94.8643,96.1166,171489
2025-08-29,AAPL,95.8906,100.8005,95.2581,100.1399,991782
2025-09-01,AAPL,100.0682,100.641,99.0716,99.642,1452515
2025-09-02,AAPL,99.8051,103.1945,98.5937,101.957,785518
2025-09-03,AAPL,101.5753,105.1847,101.1616,104.7581,402443
2025-09-04,AAPL,104.8437,108.8009,104.4006,108.343,639226
2025-09-05,AAPL,108.114,108.913,108.0429,108.8415,554220
2025-09-08,AAPL,109.4477,112.105,108.6594,111.3034,744036
2025-09-09,AAPL,110.3032,114.3446,109.3976,113.4136,691299
2025-09-10,AAPL,113.829,114.1929,112.8087,113.1705,465873
2025-09-11,AAPL,113.3156,115.54,112.4808,114.695,567670
2025-09-12,AAPL,114.3391,114.8637,114.0957,114.6196,342304
2025-09-15,AAPL,113.8537,117.0989,113.6143,116.8531,185562
2025-09-16,AAPL,116.4697,117.8764,115.9707,117.3735,472433
2025-09-17,AAPL,116.2027,117.3055,115.6248,116.725,1379624
2025-09-18,AAPL,116.5741,116.6697,116.4381,116.5336,767159
2025-09-19,AAPL,117.5224,118.4907,115.0504,116.0061,635485
2025-09-22,AAPL,115.9807,118.3143,115.4566,117.782,1084105
2025-09-23,AAPL,117.2448,119.8159,116.9705,119.5362,362054
2025-09-24,AAPL,119.8468,120.8214,117.0131,117.9725,863837
2025-09-25,AAPL,117.2302,120.7083,116.6984,120.1632,416050
2025-09-26,AAPL,120.2369,120.8011,119.8612,120.4248,379897
2025-09-29,AAPL,120.2182,120.3852,119.912,120.0788,700481
2025-09-30,AAPL,120.644,120.9921,118.1468,118.4888,1328414
2025-10-01,AAPL,117.763,118.9186,117.1702,118.323,600447
2025-10-02,AAPL,119.7281,120.9417,118.89,120.101,1951903
2025-10-03,AAPL,120.871,122.5011,119.201,120.8306,626666
2025-10-06,AAPL,121.3075,121.5114,120.774,120.9773,316926
2025-10-07,AAPL,121.4053,124.5377,121.2716,124.4007,583641
2025-10-08,AAPL,124.8628,126.2334,121.9364,123.2897,898382
2025-10-09,AAPL,123.969,124.5275,122.2538,122.807,1754131
2025-10-10,AAPL,122.9237,124.3407,118.9279,120.3148,1448964
2025-10-13,AAPL,120.2242,121.6765,118.9895,120.4396,605475
2025-10-14,AAPL,120.0487,121.12,119.5601,120.629,1006278
2025-10-15,AAPL,120.4256,123.0219,118.6034,121.1881,2329565
2025-10-16,AAPL,122.4887,123.4016,120.5209,121.4259,728442
2025-10-17,AAPL,122.8643,123.1018,121.1027,121.3372,1138740
2025-10-20,AAPL,121.0418,123.5467,119.3935,121.8869,859581
2025-10-21,AAPL,121.7433,123.9371,118.5525,120.728,749427
2025-10-22,AAPL,120.2644,123.1212,118.3857,121.2275,3063122
2025-10-23,AAPL,121.0781,121.3234,120.4102,120.6547,486614
2025-10-24,AAPL,121.3767,125.4133,120.6536,124.6706,824366
2025-10-27,AAPL,124.9193,125.0765,121.3219,121.4748,1431228
2025-10-28,AAPL,121.2447,121.8496,117.7467,118.3371,1536740
2025-10-29,AAPL,118.7689,119.2146,116.5911,117.0302,658916
2025-10-30,AAPL,116.9008,119.0566,116.3734,118.5219,719633
2025-10-31,AAPL,119.631,121.5318,118.8271,120.7206,605746
2025-11-03,AAPL,121.3246,121.7728,117.5765,118.0126,380369
2025-11-04,AAPL,118.3505,119.3179,118.3278,119.2951,1177473
2025-11-05,AAPL,119.3338,119.7044,116.0586,116.4201,668641
2025-11-06,AAPL,116.6546,117.1127,114.549,115.0006,623099
2025-11-07,AAPL,114.3456,115.59,112.7501,113.9906,189082
2025-11-10,AAPL,114.91,115.71,114.7491,115.5482,1609111
2025-11-11,AAPL,115.5612,115.5934,115.0002,115.0324,224078
2025-11-12,AAPL,115.9896,116.316,114.4044,114.7273,488459
2025-11-13,AAPL,114.9105,116.759,112.0849,113.9174,476541
2025-11-14,AAPL,112.6501,116.2565,111.0139,114.592,577842
2025-11-17,AAPL,114.3682,116.2974,113.4244,115.3455,381620
2025-11-18,AAPL,115.3697,115.4194,114.2829,114.3322,511675
2025-11-19,AAPL,114.3062,114.3152,112.0656,112.0744,1664627
2025-11-20,AAPL,112.1826,113.2776,108.6431,109.714,1482631
2025-11-21,AAPL,110.4205,110.4462,109.6936,109.7192,1836638
2025-11-24,AAPL,109.5947,113.5571,108.7249,112.6629,1279459
2025-11-25,AAPL,111.8637,113.822,111.6852,113.6407,856170
2025-11-26,AAPL,113.5195,114.0549,112.657,113.1908,448414
2025-11-27,AAPL,113.3899,113.4625,112.4185,112.4906,1167849
2025-11-28,AAPL,112.6203,115.0775,111.3098,113.7538,1567606
2025-12-01,AAPL,114.2678,116.7094,113.1563,115.5851,1448331
2025-12-02,AAPL,115.4001,116.318,114.854,115.7702,1687989
2025-12-03,AAPL,114.6005,117.3393,114.2927,117.0249,1542108
2025-12-04,AAPL,116.6909,116.9299,115.1013,115.3376,474688
2025-12-05,AAPL,115.2746,115.4962,114.5147,114.7354,725747
2025-12-08,AAPL,115.2611,115.6432,112.8014,113.1766,672815
2025-12-09,AAPL,113.5643,115.3306,112.8892,114.649,751783
2025-12-10,AAPL,115.6414,118.688,114.3956,117.423,1312641
2025-12-11,AAPL,117.5023,122.4258,117.4057,122.3253,605534
2025-12-12,AAPL,122.1598,124.0589,122.0179,123.915,880611
2025-12-15,AAPL,123.9119,124.449,122.6151,123.1488,2334885
2025-12-16,AAPL,123.2201,127.1357,122.89,126.7959,1555877
2025-12-17,AAPL,126.3913,128.1497,124.3362,126.0904,406577
2025-12-18,AAPL,124.3676,129.2994,123.964,128.8812,569329
2025-12-19,AAPL,127.2042,132.08,126.8595,131.7231,450986
2025-12-22,AAPL,131.8892,135.2589,131.1675,134.5228,401151
2025-12-23,AAPL,133.3872,135.2126,132.6948,134.5143,1210555
2025-12-24,AAPL,134.987,135.5123,133.3641,133.8851,798778
2025-12-25,AAPL,133.963,138.2241,132.2674,136.4964,706131
2025-12-26,AAPL,136.5118,138.2104,132.6773,134.349,462304
2025-12-29,AAPL,134.7499,135.0217,134.5147,134.7864,1420596
2025-12-30,AAPL,135.1442,136.2944,134.5406,135.6884,438869
2025-12-31,AAPL,135.118,137.0578,134.8412,136.7776,1186140
2026-01-01,AAPL,136.0836,136.1958,135.3364,135.4481,746779
2026-01-02,AAPL,134.8865,137.5928,134.4666,137.1658,617465
2026-01-05,AAPL,136.5639,139.6098,134.3094,137.3425,468926
2026-01-06,AAPL,137.8116,140.0046,133.6174,135.778,1074700
2026-01-07,AAPL,136.3549,137.7065,136.1888,137.5389,1246781
2026-01-08,AAPL,138.0584,139.4008,135.1569,136.484,315269
2026-01-09,AAPL,136.6767,139.4522,136.3477,139.1173,1119936
2026-01-12,AAPL,139.3243,143.606,138.5927,142.8558,579424
2026-01-13,AAPL,142.4213,143.7824,137.73,139.0589,643694
2026-01-14,AAPL,138.5499,139.3382,134.549,135.3189,1117155
2026-01-15,AAPL,134.5062,134.6541,132.9183,133.0645,880031
2026-01-16,AAPL,133.4163,135.7114,132.1792,134.4646,623652
2026-01-19,AAPL,134.3253,136.2481,133.0337,134.9505,1233638
2026-01-20,AAPL,134.7402,135.1736,133.9622,134.3945,479765
2026-01-21,AAPL,134.1203,135.2538,133.9758,135.1083,753250
2026-01-22,AAPL,134.8801,137.05,133.3583,135.5209,251191
2026-01-23,AAPL,136.8789,137.4078,133.5059,134.0238,473175
2026-01-26,AAPL,134.1238,134.1509,133.2671,133.2941,734951
2026-01-27,AAPL,134.3441,135.9823,133.7586,135.3923,1954867
2026-01-28,AAPL,136.26,136.908,133.4166,134.054,1154303
2026-01-29,AAPL,132.5393,132.9099,132.272,132.6423,1336159
2026-01-30,AAPL,133.1636,134.6119,132.5041,133.9485,828432
2026-02-02,AAPL,134.9604,135.896,131.2587,132.1749,728889
2026-02-03,AAPL,132.6192,132.6596,130.7485,130.7883,577868
2026-02-04,AAPL,131.3474,133.9762,130.5808,133.1988,964607
2026-02-05,AAPL,132.7001,133.7271,132.0274,133.0526,1350983
2026-02-06,AAPL,133.1235,135.6718,128.7586,131.2715,350264
2026-02-09,AAPL,130.5754,136.8675,129.0261,135.2626,274560
